"@authors","Translator: Lauren Lim(Karma_L)"
"sp-ee-mountainTrooper-title","산악병"
"sp-ee-mountainTrooper","역사와 문학을 사랑하는 부다페스트에서 온 오스트리아-헝가리인 산악병입니다."
"sp-ee-naturalist-title","동식물 연구가"
"sp-ee-naturalist","자연 속에서 살고 있는 식물과 동물에 대한 연구의 전문가입니다."
"sp-ee-pewdiepie-title","퓨디파이"
"sp-ee-pewdiepie","스웨덴의 코미디언, 달변가이자 그 유명한 '브로 피스트'의 창시자입니다. 뭔가 튜브에 관한 일을 하는 모양입니다."
"sp-ee-pirate-title","해적"
"sp-ee-pirate","코르그 경은 헤센에 있는 그의 고향에서 추방당했고 악명높은 사략 해적이 되었습니다."
"sp-ee-politician-title","정치가"
"sp-ee-politician","문화적 교류를 찾아서 세계를 여행하고 있는 언변 좋은 독일인 외교관입니다."
"sp-ee-robert-title","아스포시아의 마지막 희망"
"sp-ee-robert","순진하고, 매력적이고, 성실하고, 코로 플룻을 불 수 있습니다. 어떤 일도 할 수 있지만, 잘하는 건 아무것도 없답니다."
"sp-ee-royalCartographer-title","왕립 지리학자"
"sp-ee-royalCartographer","화려한 왕실의 모험가 꿈나무입니다. 춤추는 것을 좋아하고, 더위를 많이 불평하는 편입니다."
"sp-ee-scapegrace-title","양아치"
"sp-ee-scapegrace","수상한 수단을 이용해 돈을 벌었고 이제 가능한 한 빨리 나라를 떠나고 싶어합니다."
"sp-ee-wolfman-title","늑대인간"
"sp-ee-wolfman","늑대에게 물려 늑대인간의 저주를 받게 된 웨일스 귀족입니다."
"sp-fortune-title","오컬티스트"
"sp-fortune-unlock","보통 난이도: 모든 것을 버리세요."
"sp-fortune","오컬티스트, 심리학자이자 현대적인 마법 예술의 공연가입니다."
"sp-garvey-title","정치가"
"sp-garvey-unlock","두 명 이상의 만렙 탐사대원들을 키운 채로 게임을 3등 이내로 완료하세요."
"sp-garvey","정치가이자 무역상단 Black Star Line의 창시자입니다."
"sp-huizinga-title","인류학자"
"sp-huizinga","인류학자이자 현대 문화 역사학의 창시자 중 한 명입니다."
"sp-inventor-title","발명가"
"sp-kingsley-title","민속학자"
"sp-kingsley-unlock","이 캐릭터를 잠금 해제하기 위해 3번째 세계의 황금 사원에 도달하세요."
"sp-kingsley","원주민들에 대한 독보적인 이해도를 가진 민속학자이자 탐험가입니다."
"sp-kristmann","나비를 찾아다니는 것을 좋아하는 이 게임 제작자 중 한 사람입니다."
"sp-lovecraft-title","작가"
"sp-lovecraft-unlock","보통 난이도: 네크로노미콘을 찾으세요."
"sp-lovecraft","말할 수 없는 공포에 대한 친숙함을 지닌 아주 섬세한 미국인 작가입니다."
"sp-lovelace","영국의 수학자이며 세계 최초의 컴퓨터 프로그래머입니다."
"sp-neel-title","심령술사"
"sp-neel-unlock","탐사대에 공룡이 포함된 채로 3위 이내로 게임을 완료하세요."
"sp-neel","13대 달라이 라마를 두 번 만난 적이 있는 불교신자, 무정부주의자이며 작가입니다."
"sp-rami-title","게임 대사"
"sp-rami","신생 게임산업계의 게임 개발을 지원하는 여행자입니다."
"sp-selous-title","사냥꾼"
"sp-selous-unlock","보통 난이도: 이 캐릭터를 잠금해제하기 위해 호랑이와 맞서세요."
"sp-selous","영국의 탐험가이자 장교이며, 세계적으로 유명한 '나 이런 사냥꾼'입니다."
"sp-stark-unlock","보통 난이도: 전투에서 어떤 적도 공격하지 않은 채로 3위 이내로 게임을 완료하세요."
"sp-stark","대담한 여행 작가이자 어새신들의 전설이 서려있는 계곡의 발견자입니다."
"sp-tesla-unlock","이 캐릭터를 잠금해제하기 위해 산을 날려버리세요."
"sp-tesla","세계적으로 유명한 전자 기계 발명가입니다. 전형적인 매드-사이언티스트입니다."
"sp-tubman-title","영매"
"sp-tubman-unlock","보통 난이도: 세 명의 원주민들을 데리고 탐험을 마무리하세요."
"sp-tubman","지하 철도의 영웅이며 남북 전쟁에서 연합군의 스파이로 활약했습니다."
"st-80days-title","80일 간의 세계일주"
"st-80days","탐험을 80일 안에 완료하세요."
"st-abomination-eat","배가 고플 때 사람, 동물 또는 억세게 운나쁜 누군가의 살을 뜯어먹습니다"
"st-acrophobia-title","고소공포증"
"st-acrophobia","높은 곳을 무서워합니다."
"st-aggro-title","적의 주의도"
"st-aggro","지역을 횡단할 때 위험성이 높아집니다."
"st-alcoholic-title","알콜 중독증"
"st-alcoholic","질 나쁜 음주 습관을 가졌습니다. 술을 계속 보급받지 못하면 충성도가 감소합니다."
"st-alienHeadache-1","나는 $name 이/가 [매 순간|하루 종일] [내 모든 움직임을 관찰|나를 감시] 하는 듯한 기분을 느꼈다. $그가 날 배신할 계획을 세우는 걸까? 나는 [관자놀이에서|머리에서] 거의 참을 수 없을 만큼의 고통을 느꼈다. $그가 뭘 하려는 거지? 이 고통은 대체... $그에게 내가 [$그의 함정에 굴복하지 않을 것이라고|기만행위에 대해|$그의 비열한 방식에 대해|어떠한 불복종도 용납하지 않겠다고|이 탐험을 망치게 하지 않도록] 확실히 따져야겠어."
"st-alienHeadache","우리 탐사대의 물품을 확인하던 중 나는 또다시 괴기하게 생긴 해골과 마주쳤다. 이걸 내가 여기 잘못 두었었나?"
"st-angry-title","화남"
"st-angry","폭력적인 정신상태를 보입니다."
"st-animalCapacity-1-title","추가 운송량 1"
"st-animalCapacity-1","운송량이 증가했습니다. 동물이 1개의 추가 물품을 운반할 수 있습니다."
"st-animalCapacity-2-title","추가 운송량 2"
"st-animalCapacity-2","운송량이 증가했습니다. 동물이 2개의 추가 물품을 운반할 수 있습니다."
"st-animalCapacity-3-title","추가 운송량 3"
"st-animalCapacity-3","운송량이 증가했습니다. 동물이 3개의 추가 물품을 운반할 수 있습니다."
"st-bipolar-title","변덕스러움"
"st-bipolar","성실과 불성실 사이를 넘나드는 극단적인 기분 변화를 보입니다."
"st-blackHyena-title","스나프래틀 죽이기"
"st-blackHyena","희귀한 검은색 하이에나를 죽이고 가죽을 가져오세요."
"st-blessingClaws","맨손에 일어난 이 무시무시한 변화는 좀 더 야성적인 추가공격을 가능하게 합니다."
"st-blessingHoly-title","성흔"
"st-blessingHoly","이 인물이 토착신의 축복을 받았기 때문에, 강한 평판 보너스를 받습니다."
"st-blessingInhumanStrength-title","탈인간적인 힘"
"st-blessingInhumanStrength","막강한 힘으로 물품을 두 상자 더 들 수 있습니다."
"st-blessingLeatherskin-title","질긴 피부"
"st-blessingLeatherskin","질기고 두꺼운 피부는 모든 위협들에 맞서는 자연적인 보호를 좀 더 받습니다."
"st-blessingPureMind-title","맑은 정신"
"st-blessingPureMind","어떤 종류의 정신 질환에도 면역입니다."
"st-blessingRegeneration-title","재생"
"st-blessingRegeneration","더 이상 상처가 감염되지 않고 더 빠르게 재생됩니다."
"st-cannibal-title","식인"
"st-cannibal","인육을 먹습니다."
"st-claustrophobic-title","폐소공포증"
"st-claustrophobic","막혀있거나 좁은 공간을 무서워합니다."
"st-curse-abomination-title","이상한 물린 자국"
"st-curse-abomination-transform","$name 에게 생긴 [이상한|골치아픈|고약한|불쾌한] 물린 자국은 심하게 감염되었고, [$그는 매우 아파보였다|나는 $그의 옷 아래에서 무언가를 보았다고 생각했다]. [내가 아침에 일어났을 때|어느 날 아침에] 나는 $그가 [기괴한 마귀로|끔찍한 괴물로|괴인으로] [바뀐 것을|변한 것을|변이한 것을] [발견했다|보고 충격을 받았다]."
"st-curse-abomination","몸에 이상한 물린 자국이 있습니다."
"st-deathCurse-title","저주받음"
"st-deathCurse","저주를 받았습니다."
"st-dendrophobia-title","수목 공포증"
"st-dendrophobia","거대한 나무를 두려워합니다."
"st-diarrhea-title","설사병"
"st-diarrhea","음식을 섭취하는 데 어려움을 겪습니다."
"st-dying-0","$name 은/는 $그의 부상에 굴복하고 말았다."
"st-dying-1","[$name 의 상처는 끔찍하게 감염되었고|$name 은/는 매우 이상하게 행동하기 시작했고], [$그는 매우 아파보였다|나는 $그의 살 밑에서 무언가가 꾸물거리는 것을 보았다고 생각했다|나는 $그의 살갖 아래에서 무언가 움직이는 것을 보았다고 생각했다]. [내가 아침에 일어났을 때|어느 날 아침에] 나는 $그가 [지옥에서 튀어나온 듯한 마귀로|끔찍한 괴물로|괴인으로] [바뀐 것을|변한 것을|변이한 것을] [발견했다|보고 충격을 받았다]."
"st-dying-title","죽어감"
"st-dying","치명적인 부상이다. 우리가 할 수 있는 일은 없었다."
"st-escortVillager-title","런던으로 주민 호위"
"st-escortVillager","주민을 런던으로 호송하세요."
"st-fear-title","공포"
"st-fear","뭔가를 무서워하고 있다."
"st-fever-title","열병"
"st-fever","체열 증가 및 오한으로 고통받고 있습니다."
"st-homesick-title","원주민"
"st-homesick","이 탐험이 끝나고 당신의 고향으로 가는 것을 꺼려할 것입니다."
"st-husband-title","실종된 남편 찾기"
"st-husband","실종된 남편을 찾아서 그의 집으로 데려가세요."
"st-idol-title","우상 가져오기"
"st-idol","원주민 마을에서 우상을 가져오세요."
"st-infected-title","감염된 상처"
"st-infected","감염된 상처는 심각한 위험입니다. 금방 치료하지 않으면, 캐릭터를 확실한 죽음으로 인도할 것입니다."
"st-injured-title","부상당함"
"st-injured","시간이 지나면 치료될 수 있지만, 상처가 감염되면 심각한 문제가 될 수 있습니다."
"st-instrument-title","악기 수집가"
"st-instrument","나는 수집가에게 악기들을 가져와 달라는 부탁을 받았다. 그들은 값을 후하게 쳐줄 것이다."
"st-jungleRot-title","정글 피부병"
"st-jungleRot","발에 생긴 피부병으로 고생하고 있습니다."
"st-kleptomania-idol-1","나는 $name 와/과 맞서 $그가 그만 [포기하고|항복하고] 나에게 [훔친 유물을|우상을|유물을] 돌려주라고 강요했다. $그는 나를 [더러운|추잡한|염치없는] [도둑이라고|강도라고|배신자라고] 모독하며 병적으로 화를 냈다."
"st-kleptomania-idol-2","나는 $name 와/과 맞서지 않고 몰래 숨어드는 데 성공했다. 지금은 이 문제를 덮어두는 게 나은 것 같았다."
"st-kleptomania-idol-action-1","무시한다"
"st-kleptomania-idol-action","우상을 가져간다"
"st-kleptomania-idol","$name 은/는 빼는 듯한 [행동을 했고|모습을 보였고] [기회가 있을 때마다 혼자 있고 싶어하는|정신이 나간 듯한|백일몽을 꾸는 듯한] 것처럼 보였다. 나는 [몰래] $그를 [관찰했고|따라다녔고] $그가 돌 우상을 어루만지는 [충격적인|놀라운|실망스러운] 장면을 보았다."
"st-kleptomania-title","도벽"
"st-kleptomania","물건을 훔치고 싶은 지속적인 욕망에 저항하지 못합니다."
"st-konrad-title","탈영병 콘라드 찾기"
"st-konrad","원주민 마을에 숨어있는 탈영병을 찾으세요."
"st-lepidopterophobia-title","나비공포증"
"st-lepidopterophobia","나비와 나방을 무서워합니다."
"st-letter-title","편지 배달"
"st-letter","원주민 마을에 편지를 배달하세요."
"st-mangoes-title","망고 사랑"
"st-mangoes","귀족 여성은 망고를 찾아서 가져오면 후하게 보상한다고 약속했습니다."
"st-missionary-title","선교사 호송"
"st-missionary","원주민 마을까지 선교사를 호위하세요."
"st-mount-1-title","느린 동물 탑승"
"st-mount-1","동물의 등에 올라타서 여행하는 것은 매우 편안합니다. 여행할 때 소모되는 기본 San수치를 줄여줍니다."
"st-mount-2-title","동물 탑승"
"st-mount-3-title","빠른 동물 탑승"
"st-nausea-title","어지럼증"
"st-nausea","메스꺼움과 구토로 고통받고 있습니다."
"st-overburden-title","과적"
"st-overburden","탐사대가 가진 짐이 너무 많습니다."
"st-paranoid-title","편집증"
"st-paranoid","타인에 대한 전반적인 불신을 갖고 있습니다."
"st-portalReturn","나의 시야가 흐릿해졌다. 내가 다시 눈을 비비고 앞을 보았을 때는 이 끔찍한 포탈을 타기 전에 있던 곳으로 돌아와 있었다."
"st-promiseSpouse-title","약속 지키기"
"st-promiseSpouse","내가 돌아갔을 때 배우자를 돌봐주기로 약속했다."
"st-pyromaniac-title","방화광"
"st-pyromaniac","불에 대한 기이한 열정을 가지고 있습니다."
"st-racist-title","인종차별주의자"
"st-racist","다른 인종이나 문화권을 가진 사람들에 대한 선입견을 가지고 적대적인 태도를 보입니다."
"st-rash-title","발진"
"st-rash","보이지 않는 괴로움입니다."
"st-renounced-title","철회 선언"
"st-renounced","이 탐험이 끝나면 당신에게 어떠한 지원도 하지 않겠다고 말했습니다."
"st-schroedinger-title","수수께기의 상자를 찾기"
"st-schroedinger","한 과학자가 그가 준 지도에 표시된 곳에 묻혀있을 수수께끼의 상자를 우리들에게 찾아달라고 부탁했다. "
"st-sexist-title","성차별주의자"
"st-sexist","자신과 다른 성별을 가진 사람들에 대한 선입견을 가지고 있습니다."
"st-superstitious-title","미신 신봉자"
"st-superstitious","알려지지 않았거나 수수께끼에 싸인 것들에 대한 비이성적인 공포를 겪습니다."
"tile-aggrochance","주의를 끌 확률: $val%"
"tile-elevated","높은 지형"
"tile-impassable","통과 불가능"
"tile-impassableregion","통과할 수 없는 지형입니다!"
"tile-newregion","새로운 지역을 발견했습니다!"
"tile-region","지역"
"tile-seeking","추격 중: $val 일 남음"
"tile-sleeping","수면 중: $val 일 남음"
"tile-travelcost","여행 비용"
"tile-traveldays","여행 일수"
"tile-unknown","알 수 없음"
"tile-generating","만들어내는 중"
"tip-10","물건을 함부로 집어가면 부정적인 파급 효과를 가져올 수 있습니다."
"tip-11","당신은 키보드의 숫자키를 눌러 일기장의 행동을 선택할 수도 있습니다."
"tip-12","원주민 마을과 거래할 때 물건을 공짜로 주면 평판을 높일 수 있습니다."
"tip-13","전투 시 당신의 모든 주사위들이 나가떨어진다면 당신은 패배합니다."
"tip-14","진동하는 주사위들은 전투 시 가능한 연계가 어떤 것이 있는지를 알려줍니다."
"tip-15","모든 탐험가들은 그들만의 장비 목록을 가지고 시작합니다."
"tip-16","개척지에서 휴식할 경우, 탐사대에 성직자가 있다면 도움을 받을 수 있습니다."
"tip-17","당신은 전투 시 이미 선택한 주사위를 다시 돌려놓을 수도 있습니다."
"tip-18","나침반을 교란시키는 자력을 가진 산을 피하세요."
"tip-19","신전에 들어갈 때는 텍스트를 잘 읽어보세요. 나중에 무슨 일이 일어날 지 알아낼 수도 있습니다."
"tip-1","마을이나 자연 불가사의로 향해서 탐사대의 San수치를 채울 수 있습니다."
"tip-20","화가를 진급시키면 그림을 완성했을 때의 가치를 크게 높여줍니다."
"tip-2","당신이 돌아오거나 임무를 완수했을 때 몇몇 물품들은 더 많은 명성을 줄 수 있습니다."
"tip-3","항상 평판을 확인하고 평판이 허락하는 것보다 더 오래 마을에 머무르지는 마세요."
"tip-4","마지막으로 클릭한 이동 지점이 당신의 탐사대가 향하게 될 곳입니다."
"tip-5","우클릭으로 이미 놓여진 이동 지점을 모두 없애버릴 수 있습니다."
"tip-6","마우스의 드래그 & 드롭을 이용하면 이미 놓여진 이동 지점을 옮길 수 있습니다."
"tip-7","여행에는 고정된 기본 비용이 듭니다. 먼 거리를 이동하는 것이 더 효율적입니다."
"tip-8","몇몇 물품을 사용하는 것은 부정적인 부가 효과를 가져올 수 있습니다."
"tip-9","일기장을 클릭함으로써 텍스트를 스킵할 수 있습니다."
"tip-21","보물상자는 당신에게 귀중한 물건들이 묻혀 있는 곳을 알려줄 것입니다."
"tip-22","지형을 잘 살펴보면 특정한 장소를 가리키는, 특정한 패턴들이 숨겨져 있는 것을 알 수 있습니다."
"tip-23","짐 운반용 동물들에 탑승해서 전투에 이용하거나 이동비용을 감소시킬 수 있지만, 그만큼 짐 운반량은 다소 줄어들 것입니다."
"tip-24","가장 신비로운 물건 중 하나를 이용하면 포탈 세계에서 더 오랫동안 머무를 수 있습니다."
"tip-25","망고를 빨리 먹지 않는다면 상해버릴 것입니다."
"tip-26","악기들은 다양한 효과 및 전략적 옵션들을 제공합니다."
"tip-27","싸울 생각이 있다면, 응급처치 도구를 챙겨가세요."
"tip-28","언제나 가야할 곳을 파악한 뒤에, 그 지역에 가장 알맞는 장비들을 챙겨가세요."
"tip-29","인류학을 이용하면 부가적으로 더 많은 명성과 자금을 챙길 수 있습니다."
"tip-30","만약 모든 것이 잘못되는 순간이 온다면, 비상 탈출용 열기구를 이용해 탈출해서 손실을 줄이세요."
"tl-beach","해안"
"tl-cactusForest","선인장 숲"
"tl-corrupted-jungle-light","오염된 얕은 정글"
"tl-corrupted-jungle-thick","오염된 두터운 정글"
"tl-corrupted-mountain","오염된 산"
"tl-corrupted-plains","오염된 평지"
"tl-corrupted-river-shallow","오염된 여울"
"tl-corrupted-river","오염된 강"
"tl-corrupted-stoneForest","오염된 바위숲"
"tl-desert","사막"
"tl-dry-jungle-light","얕은 건조지역 정글"
"tl-dry-jungle-thick","두터운 건조지역 정글"
"tl-dry-stoneForest","바위숲"
"tl-dry","건조지"
"tl-giantMushrooms","거대 버섯"
"tl-grass-bushes","수풀"
"tl-grass","초원"
"tl-hill","언덕"
"tl-jungle-light","얕은 정글"
"tl-jungle-thick","두터운 정글"
"tl-mountain","산"
"tl-pit-desert","끝없는 낭떠러지"
"tl-plateau","고원"
"tl-river-shallow","여울"
"tl-river","강"
"tl-scorchedEarth","그을린 대지"
"tl-sulfur-shallow","얕은 유황 호수"
"tl-sulfur-swamp","유황 늪지대"
"tl-sulfur","유황 호수"
"tl-swamp","늪지"
"tl-void","공허"
"tl-volcano-active","활화산"
"tl-volcano-inactive","휴화산"
"tu-cameraMove","큐리어스 익스페디션의 튜토리얼에 오신 것을 환영합니다! 좌클릭한 상태에서 마우스를 움직여 지도를 옮겨 보세요."
"tu-cameraZoom","마우스 휠을 굴리거나 키보드의 - 나 + 키를 눌러서 지도를 확대하고 축소해 보세요."
"tu-combatAttack","이 주사위 면은 한 개만으로도 공격을 시도할 수 있습니다. 당신이 알맞은 주사위 면을 잘 굴려냈다면 어떠한 연계라도 시도해볼 수 있습니다. 공격을 시도해 보세요!"
"tu-combatAttackEnemy","이제 적의 차례입니다. 적이 당신을 공격하고 있습니다!"
"tu-combatBlock","당신은 가능한 연계 조합을 이루는 두 개의 주사위를 골랐습니다. 모든 연계 조합은 다른 효과를 갖고 있습니다. '정신'과 '방패'의 면은 방어를 굳힐 수 있는 '전략적 우세함'이라는 연계를 시도할 수 있게 합니다. 큰 버튼을 눌러서 연계를 시도하세요."
"tu-combatDone","아슬아슬했네요! 적은 이제 몇 차례 동안은 수동적인 상태가 될 겁니다. 물음표를 향해 계속 나아가세요."
"tu-combatEndRound","보셨다시피 당신은 매 라운드마다 여러 번의 연계 조합을 시도해 볼 수 있지만, 지금 당장은 주사위가 남아 있지 않습니다. 이제 적이 반응할 차례입니다. 라운드 종료 버튼을 누르세요."
"tu-combatFlee","당신 차례에 한 번도 주사위를 던지지 않았다면, 당신은 도망치는 걸 시도해 볼 수도 있습니다. 이 적은 우리들이 상대하기엔 다소 버겁습니다. 도주 버튼을 누르세요."
"tu-combatPinFirst","당신은 '안정성'과 '정신'을 상징하는 면이 나오도록 주사위를 굴렸습니다. 현재 가능한 연계는 없습니다. '정신'의 면을 클릭해서 가지고 있으세요."
"tu-combatPinSecond","당신은 가능한 연계 조합을 찾아냈습니다. 가능한 연계 조합은 떨리는 주사위의 모습으로 강조됩니다. '방패'모양을 한 면을 클릭해서 주사위를 선택하세요."
"tu-combatPinThird","또한 당신은 빨간 주사위를 굴려서 '검'모양의 면이 나왔습니다. 지금 골라 보세요."
"tu-combatReroll","당신은 따로 챙겨놓지 않은 모든 주사위들을 다시 굴릴 수 있습니다. ROLL 버튼을 누르세요."
"tu-combatRoll","당신은 공격받고 있습니다! 전투 체계는 주사위를 굴리고 그것들을 조합하여 공격하는 방식으로 이루어져 있습니다. ROLL 버튼을 클릭해 시작해 보세요."
"tu-compass","다행히 호랑이는 가버린 것 같네요. 왼쪽 위 구석에 있는 나침반은 황금 피라미드가 있는 방향을 가리킬 것입니다. 하지만, 처음에는 정확도가 매우 나쁩니다. 더 많은 지역을 탐사해서 정확도를 개선해 보세요. 저 곳에 또다른 물음표가 있습니다. 과연 무엇일지 확인해 보세요."
"tu-itemUsage","당신은 특정한 장소에서 휴식하거나 아이템을 사용하는 등의 다양한 방법으로 San수치를 채울 수 있습니다. 지금 화면 아래쪽에 있는 물품칸에서 초콜릿 보급품을 좌클릭해서 먹어 보세요."
"tu-movement","마우스를 땅에 갖다대어 여행할 지역의 정보를 확인하세요. 좌클릭으로 이동 지점을 세울 수 있습니다. 당신의 마지막 이동 지점을 클릭하거나, 화면 가운데의 살짝 아래쪽에 있는 ""출발!"" 버튼을 누르면 이동을 시작합니다. 우클릭으로는 이동 지점을 삭제합니다. 지금 대륙 안쪽으로 이동해 보세요."
"tu-noSanity","당신의 San수치가 상당히 낮아졌습니다. San수치가 0일 때애도 이동할 수는 있지만, 그 상태에서 계속할 경우 나쁜 사건들이 일어나서 결국 당신의 탐험을 실패하게 만들 것입니다. San수치가 0인 상태에서 좀 더 이동해 보세요."
"tu-oldCamp","이곳은 오래된 캠핑 지역입니다! 물음표가 있는 타일이나 그 바로 옆 타일의 지역으로 가면 방문할 수 있습니다. 가까이 다가간 후 화면 가운데의 살짝 아래쪽에 있는 ""탐사한다"" 버튼을 눌러 상호작용을 해보세요."
"tu-oldCampSearch","오래된 캠핑 지역을 탐색하여 물건을 챙기세요."
"tu-overburden-1","당신은 너무 많은 짐을 들고 있습니다. 당신이 얼마나 많은 물건을 들고 다닐 수 있는지는 탐사대원들의 총 운송량에 의해 결정됩니다. 당신은 이 상태에서 계속 이동이 가능하지만, 여행 도중에 잃어버리는 San수치의 양이 급격하게 증가합니다. 횃불을 우클릭해 보세요."
"tu-overburden-2","당신은 그 횃불이 필요하지 않을거예요, 약속할게요. 물품칸 오른쪽의 상자 모양 아이콘을 클릭해 횃불을 버리세요."
"tu-overburden-3","이제 더 이상 많은 짐을 들고 다녀도 되지 않아도 되는 만큼 다시 물음표 쪽으로 향할 때가 왔습니다. 이동하기 전 San수치를 채우기 위해 물품 중 몇 개를 소비해도 괜찮습니다."
"tu-promote-1","잘했어요, 당신은 이 지역에 있는 모든 장소를 찾아냈습니다. 이것으로 당신은 탐사대원들 중 한명을 골라 진급시키는 데 사용할 수 있는 지역 점수를 받게 됩니다. 지금 녹색 + 표시가 되어있는 대원 한 명을 선택해서 진급시켜 보세요."
"tu-promote-2","대원을 진급시키면 능력치가 더 효과적으로 변하고 당신을 향한 그 대원의 충성도가 높아집니다. 이제 진급은 끝났으므로, 방금 찾아낸 신전을 탐사해 봅시다."
"tu-questionMark","물음표는 방문할 수 있는 장소를 나타냅니다. 경험을 통해 당신은 물음표 주변을 둘러싼 지형의 패턴을 읽어낼 수도 있습니다. 물음표 주변 2 타일 안쪽으로 들어가 무엇인지 밝혀내세요."
"tu-recruiting","이제 당신의 평판이 나아졌으므로, 주민을 고용할 시간입니다."
"tu-recruitingSelect","당신은 주민들의 이름이나 마을 화면에서 주민들의 이미지에 마우스를 갖다대어 각 캐릭터들의 특징을 살펴볼 수 있습니다. 당신의 새로운 탐사대원을 골라주세요."
"tu-sanity","당신이 이동할 때마다 약간의 San수치를 잃게 됩니다. 각각의 이동 시도는 기본 San수치를 요구하므로, 가능하면 먼 거리를 이동하는 것이 효과적입니다. 안쪽으로 계속 여행해 보세요."
"tu-ship-1","당신은 성공적으로 배에 도착하는데 성공했습니다, 잘하셨어요. 당신의 선원들과 장비가 이곳에서 당신을 기다리고 있습니다."
"tu-ship-2","이제 당신이 이곳에 온 진짜 목적: 바로 황금 피라미드를 찾을 때가 왔습니다! 피라미드는 지도 어딘가에 숨겨져 있고 모든 탐험의 목표가 됩니다. "
"tu-shipSpawn","주민들은 당신에게 거대한 나무로 된 물고기에 대한 이야기를 해주었습니다 - 아마 그곳에 당신의 배가 있을 것입니다. 물음표 쪽을 향해 이동하세요."
"tu-shrine-1","신전은 각 탐험 구역에 살고 있는 부족민들이 신성시하는 공간입니다. 이곳에서 당신은 가치있는 유물들을 찾을 수도 있지만, 그것들을 가져간다면 원주민들의 당신에 대한 평판이 크게 감소할 것입니다."
"tu-shrine-2","당신은 이 게임을 하면서 굳이 신전을 털고 신성한 유물을 훔칠 필요는 없습니다. 하지만, 어쨌든 설명은 해야 하니까 지금 해보세요."
"tu-shrine-3","이런, 별로 좋은 조언은 아니었던 모양이네요. 원주민들의 부정적인 평판과는 별개로, 신전의 물건을 함부로 가져가는 것은 고대의 저주를 불러오기도 한답니다. 이 화산 폭발처럼 말이죠."
"tu-standing","당신은 San수치 막대 오른쪽에서 지역 평판을 확인할 수 있습니다. 평판은 당신이 어떻게 행동하는 지에 따라 바뀌게 됩니다. 만일 평판이 너무 낮다면, 당신은 마을 주민들을 모집하거나 마을에서 휴식할 수 없게 될 겁니다. 평판을 올리기 위해 주민들과 거래해 보세요."
"tu-tradingBasic","당신은 위쪽 물품칸에서 주민들이 줄 수 있는 물건들을 확인할 수 있습니다. 지금으로썬 당신은 단지 주민들의 평판을 올리는 데에만 관심이 있을 겁니다. 당신의 물품창에 있는 조약돌을 우클릭하여 모든 조약돌을 건네 보세요."
"tu-tradingStanding","당신은 당신이 받을 수 있는 것보다 더 많이 주고 있습니다. ""거래"" 버튼이 녹색으로 바뀌어 이 거래를 받아들이면 평판이 올라갈 것이라는 것을 나타내고 있습니다. 녹색 버튼을 클릭해 거래를 받아들이세요."
"tu-villageLeave","이제 마을을 떠나 우리의 함선을 계속 찾아볼 시간입니다."
"tu-villageReach","원주민 마을은 탐험하면서 방문하게 될 장소들 중 가장 중요한 곳 중 하나입니다. 마을 쪽으로 이동해서 진입해 보세요."
"tu-villageRest","여기서 당신은 휴식하고, 마을 주민들과 거래하거나 탐사대에 합류하도록 할 수 있습니다. 지금은 쉬어야 할 때입니다."
"tu-volcanoFlee","화산 폭발 현장에서 벗어나 당신의 나침반이 인도하는 방향으로 이동하세요."
"tut-1","오 이런, 여기가 어디지?"
"tut-2","아무래도 가봐야 할 거 같은데."
"tut-finish-reply","[그저 살아남아서 다행이야.|이제 우리 집에 갈 수 있는거죠?|다시는 이런 거 하지 맙시다.|이제 탐험은 지긋지긋해.|이제 이 짓도 끝났군.|절대로 다시 하지 않을거야.|가장 끔찍한 탐험이었어!]"
"tut-finish","[모두 살아서 다행이야.|탐험가의 클럽으로!|진짜 신비한 모험은 여기서부터 시작될거야.|역시 내가 해낼 줄 알았다니까.]"
"tut-shipArrival-1","[당신을 다시 못보는 줄 알았어요.|저기 봐, 찰스가 온다!|오, 다윈 씨가 돌아왔군요!|그가 돌아왔어!|다윈 씨, 살아있었군요!|누가 돌아왔는지 봐봐!]"
"tut-shipArrival-2","[인정할게. 다윈 씨가 사라진 줄도 몰랐어.|무슨 일이야?|그가 사라졌었다고?|그럼 우리가 출발해야 된다는 건가?|우리가 그저 다시 떠날 수 있기를 바랐어요.|당신이 죽은 줄만 알았어요.]"
"tut-shipArrival-3","이제 됐어요! 나가서 그 황금 피라미드를 찾아 봅시다."
"world-adjective","[죽음의|수수께끼의|오래된|기만의|잊혀진|신비한|무자비한|어두운|기분 나쁜|숨겨진|낮선|풍족한|절망의|호화로운|슬픔의|계곡의|발길 닿지 않은|보이지 않는|악의로 가득한|저주받은|거대한|티키타카|훔파룸파|얄롬파니|과하하|오호미|광기의|더럽혀진|갈구하는|공포스러운|위대한|슬픈|막다른|황금|용서받지 못한|검은|끝없는|괴물스러운|몰락한|시공의|자파리|폭풍의]"
"worldmap-choose","다음 목적지를 고르세요"
"worldmap-start","탐험 시작!"
"zn-abomination-1","그 뒤 일행은 겁에 질렸고 피로해졌다."
"zn-abomination-2","대원들은 매우 불안해했고 지쳐버렸다."
"zn-abomination-3","나중에 [우리들은|나는] [헐레벌떡 도망가는|달아나는] [동안|과정에서] [우리들의 물건들 중 몇 개를|소중한 장비들을] [잃어버렸다는|떨어트렸다는] 것을 [깨달았다|알아차렸다]."
