"@authors","Rômulo Wehling Magalhães, Macalango"
"pk-desertExplorer-title","Explorador do Deserto"
"pk-desertExplorer","Custos de movimento reduzidos em desertos."
"pk-arcticExplorer-title","Explorador do Ártico"
"pk-arcticExplorer","Custos de movimento reduzidos em neve espessa."
"pk-die-attack-title","Rufião"
"pk-die-attack","Recebe um dado de ataque adicional."
"pk-die-defend-title","Protetor"
"pk-die-defend","Recebe um dado de defesa adicional."
"pk-die-support-title","Adepto"
"pk-die-support","Recebe um dado de suporte adicional."
"pk-discoverOasis-1-title","Especialista em Deserto 1"
"pk-discoverOasis-1","Revela oásis nas proximidades."
"pk-discoverOasis-2-title","Especialista em Deserto 2"
"pk-discoverOasis-3-title","Especialista em Deserto 3"
"pk-discoverOasis-4-title","Especialista em Deserto 4"
"pk-dreamVisions-title","Visões de Sonho"
"pk-dreamVisions","Sonhos que revelam localizações importantes."
"pk-eagleEye-title","Olhos de águia"
"pk-explosionExpert-title","Especialista em Explosão"
"pk-explosionExpert","Raio de explosões de dinamite aumentado."
"pk-flare-1-title","Uso de sinalizador 1"
"pk-flare-1","Aumenta a eficácia dos sinalizadores Coston."
"pk-flare-2-title","Uso de sinalizador 2"
"pk-flare-3-title","Uso de sinalizador 3"
"pk-flare-4-title","Uso de sinalizador 4"
"pk-goodReputation-title","Boa Reputação"
"pk-goodReputation","Comece cada expedição com um bônus permanente."
"pk-handlerCapacity-1-title","Capacidade do Animal 1"
"pk-handlerCapacity-1","Maior tamanho de inventário para todos os animais de carga. (Efeito único, não é possível empilhar)"
"pk-handlerCapacity-2-title","Capacidade do Animal 2"
"pk-handlerCapacity-3-title","Capacidade do Animal 3"
"pk-handlerCapacity-4-title","Capacidade do Animal 4"
"pk-heavyCarrier-title","Transportador de Cargas Pesadas"
"pk-heavyCarrier","Adiciona 2 espaços de inventário extras."
"pk-impetus-title","Impetuoso"
"pk-impetus","Reduz o custo básico de sanidade para viajar."
"pk-journalist-1-title","Jornalista 1"
"pk-journalist-1","Aumenta a fama ganha por cada expedição."
"pk-journalist-2-title","Jornalista 2"
"pk-journalist-3-title","Jornalista 3"
"pk-journalist-4-title","Jornalista 4"
"pk-jungleExplorer-title","Explorador de Selva"
"pk-jungleExplorer","Reduz os custos de movimentação na selva densa."
"pk-loneSurvivor-title","Sobrevivente Solitário"
"pk-loneSurvivor","Sobreviva um pouco mais quando estiver sozinho."
"pk-maxSanity-1-title","Mente Forte 1"
"pk-maxSanity-1","Aumenta a sanidade ao máximo."
"pk-maxSanity-2-title","Mente Forte 2"
"pk-maxSanity-3-title","Mente Forte 3"
"pk-maxSanity-4-title","Mente Forte 4"
"pk-mushroomSanity-1-title","Receitas de Cogumelos 1"
"pk-mushroomSanity-1","Ganha sanidade por comer cogumelos."
"pk-mushroomSanity-2-title","Receitas de Cogumelos 2"
"pk-mushroomSanity-3-title","Receitas de Cogumelos 3"
"pk-mushroomSanity-4-title","Receitas de Cogumelos 4"
"pk-naturalLeader-title","Líder Autoritário"
"pk-naturalLeader","Permite ter um membro de expedição adicional, mas ficará com a sanidade máxima diminuída."
"pk-natureSanity-title","Fanático por Ar Fresco"
"pk-natureSanity","Aumento do ganho de sanidade ao descansar na natureza."
"pk-navigator-title","Navegador"
"pk-navigator","Aumenta a precisão adquirida da bússola ao descobrir campos."
"pk-necronomicon-title","Indiferença Cósmica"
"pk-necronomicon","Melhora o uso do Necronomicon ao custo de reduzir a sanidade ao máximo."
"pk-occultVision-title","Visão Oculta"
"pk-occultVision","Revela os locais de todos os círculos de pedra e aumenta o raio ao analisá-los."
"pk-otherworldly-title","De outro mundo"
"pk-otherworldly","Portal adicional em cada expedição, mas você não terá bússola."
"pk-pacifist-title","Pacifista"
"pk-pacifist","Reduzida a chance de ser atacado por inimigos; não permite usar armas em combate."
"pk-polyglot-title","Poliglota"
"pk-polyglot","Permite descansar em aldeias nativas sem custos permanentes."
"pk-polymath-title","Erudito"
"pk-polymath","Escolha entre 5 talentos em vez de 3."
"pk-spiritualSolidarity-title","Solidariedade Espiritual"
"pk-spiritualSolidarity","Permite descansar de graça em missões."
"pk-strongMind-title","Mente Forte"
"pk-viewDistance-1-title","Batedor 1"
"pk-viewDistance-1","Maior distância de visualização."
"pk-viewDistance-2-title","Batedor 2"
"pk-viewDistance-3-title","Batedor 3"
"pk-viewDistance-4-title","Batedor 4"
"pk-villageSanity-1-title","Diplomacia Indígena 1"
"pk-villageSanity-1","Ganho adicional de sanidade ao descançar em aldeias."
"pk-villageSanity-2-title","Diplomacia Indígena 2"
"pk-villageSanity-3-title","Diplomacia Indígena 3"
"pk-villageSanity-4-title","Diplomacia Indígena 4"
"pk-waterproof-title","À prova d'água"
"pk-waterproof","Custos de movimento reduzidos em rios rasos."
"pk-whiskyIncrease-1-title","Especialista de Uísque 1"
"pk-whiskyIncrease-1","Aumenta a sanidade ganha ao beber uísque."
"pk-whiskyIncrease-2-title","Especialista de Uísque 2"
"pk-whiskyIncrease-3-title","Especialista de Uísque 3"
"pk-whiskyIncrease-4-title","Especialista de Uísque 4"
"pl-abomination-title","Abominação"
"pl-abomination","Uma abominação grotesca que um dia parece já ter sido um ser humano."
"pl-artist-title","Artista"
"pl-artist","Um estudante de belas artes, ansioso por pintar paisagens e pessoas."
"pl-bedouin-title","Beduíno"
"pl-bedouin","Um guerreiro beduíno que conhece o deserto como ninguém (Revela oásis próximos)."
"pl-cook-title","Cozinheiro"
"pl-cook","Um cozinheiro que se deleita em fazer refeições a partir de ingredientes incomuns."
"pl-cultist-action","Rejeitar"
"pl-cultist-no","Nós educadamente rejeitamos a oferta. O cultista voltou a cuidar de seus assuntos, aparentemente desapontado."
"pl-cultist-title","Cultista"
"pl-cultist","Uma pessoa perfeitamente normal com interesses especiais. Não tentará conspirar contra você."
"pl-husband-title","Ex-aventureiro"
"pl-husband","Um ex-aventureiro que desapareceu após uma expedição fracassada."
"pl-lizard-shaman-title","Lagarto Xamã"
"pl-lizard-warrior-title","Lagarto Guerreiro"
"pl-lizard-warrior","Uma raça de grandes e enormemente fortes lagartos. É difícil distinguir seu gênero, mas eles parecem ser hermafroditas."
"pl-missionary-title","Missionário"
"pl-missionary","A espinha dorsal espiritual e moral da expedição. (Permite descansar de graça nas missões e aumenta o máximo de pontos de sanidade)"
"pl-native-animalHandler","Os nativos se levantaram, nos agradeceram pela hospitalidade e se dirigiram para a escuridão."
"pl-native-starting-animalHandler-title","Nativo domador de animais"
"pl-native-starting-animalHandler","Com incomparável compreensão sobre animais, essa pessoa é uma boa escolha se você quiser aproveitar ao máximo seus animais de carga. (Aumenta a capacidade de todos os animais de carga)"
"pl-native-starting-scout-title","Batedor nativo"
"pl-native-starting-scout","Ninguém é melhor em explorar regiões desconhecidas."
"pl-native-starting-shaman-title","Xamã nativo"
"pl-native-starting-shaman","Um nativo espiritual com poderes místicos. (Chance de ganho de sanidade ao usar cogumelos)"
"pl-native-starting-warrior-title","Guerreiro nativo"
"pl-native-starting-warrior","Um destemido guerreiro que protegerá o grupo a todo custo. (Risco reduzido de encontrar inimigos ao se mover por áreas perigosas)"
"pl-sailor-title","Marinheiro"
"pl-sailor","Um marinheiro endurecido e experiente dos mares conhecidos."
"pl-soldier-british-title","Soldado Britânico"
"pl-soldier-british","Cada expedição precisa de pelo menos uma pessoa na linha de frente, e este é o seu homem. Ele encontra grande satisfação em combate."
"pl-soldier-scottish-title","Soldado Escocês"
"pl-soldier-scottish","Um guerreiro duro e igualmente um refinado cavalheiro."
"pl-sterling-name","James Sterling"
"pl-sterling-title","Diplomata"
"pl-sterling","Um sujeito peculiar com uma língua mais afiada que a maioria das espadas."
"pl-tim-name","Tim Timster"
"pl-tim-title","Jornalista"
"pl-tim","Jornalista mundialmente famoso que gosta de se envolver em todos os tipos de viagens perigosas."
"pl-trader-title","Comerciante Parsi"
"pl-trader","Um comerciante ambulante do Oriente."
"pl-translator-title","Tradutor Persa"
"pl-translator","Este estudioso irá melhorar sua comunicação com as tribos indígenas."
"pl-village-escort","O aldeão que fomos pedidos para escoltar para Londres."
"ranking-gift","Presentear"
"ranking-home","regressou a casa"
"ranking-keep","Manter"
"ranking-sell","Vender"
"reply-applyNegativeStatus-1","[Ótimo, agora você está perdendo a cabeça.|Você é louco.|Você está perdendo a cabeça?|Apenas fique quieto e vá se matar, ok?|Ai, cale a boca.]"
"reply-applyNegativeStatus-2","[Eu consigo sentir uma sombra na sua alma.|O seu espírito precisa de descanso.]"
"reply-applyNegativeStatus-3","[Por favor não perca a cabeça.|Ó não.|Seja lá o que for que faça, fica longe de mim.|Você me assusta.]"
"reply-applyNegativeStatus-4","[Uau, que tal você relaxar um pouco?|Que tal você tomar um longo gole daquela garrafa de uísque?]"
"reply-applyNegativeStatus-5","[Comporte-se!|Você está se tornando um risco para todos nós.]"
"reply-applyNegativeStatus","[Você deveria relaxar.|Acalme-se.|Calma, está tudo bem.| Você está bem?|Talvez você deva beber mais água.]"
"reply-brave","[Como você pode ser tão positivo?|Eu gostaria de ter sua confiança.|Vou ficar perto de você.|Espero que você saiba o que está fazendo.]"
"reply-coward-1","[Você realmente se preocupa demais.|Talvez você deva relaxar um pouco.|Você está sendo infantil.|Vamos todos ficar juntos.]"
"reply-coward-2","[Comporte-se!|Concentre-se na expedição.|Calma, estamos indo bem.]"
"reply-coward-3","Em breve isto tudo vai acabar."
"reply-coward","[Não há nada a temer.|Não tenha medo.|Você se preocupa demais.|Não seja um covarde.|Eu vou nos proteger.|Nenhum dano acontecerá a você contanto que eu esteja por perto.]"
"reply-generic-10","[Eu estou tão bravo!|Isso é ultrajante!|Oh cale a boca!|Mais uma palavra sua e eu vou perder a paciência!]"
"reply-generic-1","[Isso é muito assustador.|Podemos simplesmente ir embora?|Isso vai acabar em lágrimas.|Estamos condenados.|Eu não tenho a certeza sobre isto.|Nós nunca deveríamos ter nos aventurado tão longe.]"
"reply-generic-2","[Não, eu acho que não.|Tanto faz.|Você é um idiota.|Eu não poderia estar mais em desacordo.|Suas palavras são um verdadeiro testamento para sua estupidez.|Eu preferiria que você não falasse nada.|Será que alguma vez você vai ficar quieto?|Por que você continua falando?|Estou tão cansado de você.|Estou tão cansado disso.|Eu deveria ter ficado em casa.|Acho que essa expedição foi uma idéia terrível.]"
"reply-generic-3","[Eu tive um sonho sobre este momento.|Os espíritos concordam com você.|Os espíritos discordam de você.|Há uma sombra sobre suas palavras.]"
"reply-generic-4","[Certo.|Tanto faz.|Você se sente bem?|De alguma forma eu já sabia que você diria isso.|Que surpreendente. Não.]"
"reply-generic-5","[Um dia eu vou salvar todos nós.|Não importa o que ocorra, eu vou nos proteger.|Estou tão pronto para isso!]"
"reply-generic-6","[Eu apenas me preocupo com o tesouro.|Podemos apenas prosseguir para o saque de santuários?|Que tal começarmos a procurar o ouro novamente?]"
"reply-generic-7","[Deus abençoe sua alma.|Você tem pensado em Jesus ultimamente?|Amém!]"
"reply-generic-8","[Estou com fome.|Que tal darmos uma volta?|Você com certeza parece saboroso.]"
"reply-generic-9","[Eu não confio em você.|Eu sei que você é um traidor.|Você e eu, nós dois sabemos o que você está tramando.|Estamos sendo emboscados!|Você está tramando contra mim?]"
"reply-generic","[Certo, já chega desse absurdo.|E esse é o problema, quer dizer, não é um problema porque é tão bom, mas ainda é um problema.|Se eu ganhasse uma Libra por cada quilo de gordura que tenho, eu continuaria sendo um gordo.|Isso soa lindo.]"
"reply-greedy-1","[Você tem toda a razão.|Por favor, podemos ouvir essa pessoa?]"
"reply-greedy","[Você só pensa em tesouro?|Você não deveria se concentrar tanto no saque.|Sua ganância nos matará a todos.|Sim, tudo o que você consegue pensar é o saque.]"
"reply-moody","[Você alguma vez vê o lado positivo das coisas?|Não seja tão pessimista.|Você é exaustivo.|Você deveria se acalmar um pouco.|Você realmente deveria ser menos negativo.|Isso realmente não está ajudando a moral da equipe.|Por que você sempre precisa reclamar?|Qual é o seu problema?]"
"reply-paranoid-1","[Sua mente está em tumulto.|Eu consigo sentir sua inquietação.|Você deveria considerar um ritual de purificação.]"
"reply-paranoid-2","[Você é louco.|Você nos matará a todos.|Sou o único que acha que essa pessoa precisa sair da nossa expedição?]"
"reply-paranoid","[Você realmente precisa se acalmar|Eu acho que você está exagerando.|Você precisa se acalmar.]"
"reply-racist-1","[Nós deveríamos estudar a cultura deles.|Se ao menos Londres pudesse ver isso.|Temos que disseminar conhecimento sobre essa tribo.]"
"reply-racist-2","[Estamos prestes a nos encontrar com nossos assassinos.|Eles estão conspirando contra nós.|Não podemos confiar nessas pessoas!|Esta é obviamente uma emboscada.|No momento em que voltarmos as costas para eles estaremos mortos.|Eu posso ouvi-los sussurrando sobre nós.]"
"reply-racist-3","[Tenho certeza de que eles têm ouro.|Talvez eles possam nos contar sobre as riquezas próximas.|Veja as jóias deles. Aquilo é ouro?|Aquele totem parece valioso.]"
"reply-racist-4","[Eles parecem tão assustadores.|Precisamos ser muito cautelosos.|Ok, podemos ir embora de novo?|Há muitos deles.|E se eles nos atacarem?|E se eles forem hostis?|E se nós acidentalmente os ofendermos?|Nós deveríamos sair.|Eu não gosto disso nem um pouco.]"
"reply-racist-5","[Isso só vai complicar as coisas ainda mais.|O que queremos aqui?|Não vejo razão para ficar aqui.|Isso não vai acabar bem.]"
"reply-racist-6","[Sinto a harmonia.|Os espíritos são fortes com essas pessoas.|Essas pessoas estão em equilíbrio com os espíritos das terras.|Sinto-me bem vindo aqui.|Os deuses estão sorrindo para essas pessoas.]"
"reply-racist-7","Cale a boca, já chega desse papo furado."
"reply-racist-8","[Você não deveria dizer isso.|Dizer isto é muito ofensivo.|Você sabe que está sendo muito ofensivo, certo?|Como você é capaz de dizer isso?|Quieto! E se eles te entenderem?|Você tem problemas sérios.|Você não deveria julgá-los assim.|Você é tão fanático.|Eu realmente não gosto da sua opinião sobre essas pessoas.|Nós somos convidados aqui, e você deveria se comportar de acordo.]"
"reply-racist-9","[Eu não poderia concordar mais com você.|Você está tão certo!|Podemos, por favor, ouvir essa pessoa?|Eu concordo.]"
"reply-racist","[Talvez essas pessoas possam nos ajudar.|Esse é um bom lugar para descansar.|Mas que cidade agradável.|Mas que lugar lindo.|Talvez eles possam nos dizer algo sobre a região.]"
"reply-religious-1","[Deus nos odeia.|Onde quer que seu Deus esteja, eu não creio que ele possa nos ouvir aqui.|Sua fé é absurda.|Você é ridículo.]"
"reply-religious-2","[Há outros deuses aparte do seu único deus por aí.|Que o seu deus seja misericordioso.]"
"reply-religious","[Seu deus não pode nos ouvir aqui.|Só espero que você esteja certo.|Eu gostaria de ter sua fé.|Não fique sentimental.|Não comece a pregar novamente.|Eu ouço o que você está dizendo, mas eu não acredito em uma palavra.]"
"reply-spiritual","[Você é mesmo uma pessoa estranha.|Você está se sentindo bem?|Você não está fazendo nenhum sentido.|Tolices da forma mais pura.|Não tenho certeza se posso segui-lo.]"
"reply-witty","[Você acha que sabe mais que eu?|Você sempre tem algo inteligente para dizer, não é mesmo?|Se você acha que sabe mais que eu, por que não nos diz o que fazer?|Você nunca fica sem palavras, não é mesmo?]"
"settings-credits","Créditos"
"settings-privacy-policy","Política de Privacidade"
"settings-customcursor","Cursor Personalizado"
"settings-fullscreen","Tela Cheia"
"settings-language","Língua"
"settings-musicvolume","Volume da Música"
"settings-quicktext","Texto Rápido"
"settings-resetprofile","Resetar Perfil"
"settings-scaling","Escalar"
"settings-sendstats","Enviar estatísticas"
"settings-soundvolume","Volume do Som"
"settings-low-graphics","Gráficos Baixos"
"settings-combat-autoselect","Combate Selecionado-Automaticamente"
"settings-reset","Resetar"
"sp-bird-unlock","Modo normal: Encontre uma múmia ancestral para desbloquear este personagem."
"sp-bird","Aventureira lendária, a primeira mulher a fazer parte da Royal Geographical Society."
"sp-burton-title","Aventureiro"
"sp-burton","Aventureiro heróico com excelentes conhecimentos de línguas e culturas."
"sp-crowley-unlock","Modo normal: Conclua todas as expedições em um jogo (classificação 3+) com boa reputação."
"sp-crowley","Ocultista famoso. Profeta auto-proclamado com uma tara por chapéus excêntricos."
"sp-curie","Conduziu pesquisas pioneiras sobre radioatividade e primeira mulher a ganhar um Prêmio Nobel."
"sp-darwin-title","Naturalista"
"sp-darwin","Naturalista e geólogo inglês, mais conhecido por suas contribuições à teoria evolucionista."
"sp-djemili","Inventor de engenhocas loucas e, por acaso, também é um dos criadores deste jogo."
"sp-earhart-title","Aviadora"
"sp-earhart-unlock","Termine um jogo em primeiro lugar."
"sp-earhart","Pioneira da aviação e primeira mulher a voar sozinha através do Oceano Atlântico."
"sp-ee-adventurer-title","Aventureiro"
"sp-ee-adventurer","Aventureiro heróico com excelente conhecimento de línguas e culturas."
"sp-ee-anthropologist-title","Antropólogo"
"sp-ee-anthropologist","Um curioso antropólogo que escolheu viajar pelo mundo para conhecer tribos nativas ainda desconhecidas."
"sp-ee-archeologist-title","Arqueólogo"
"sp-ee-archeologist","Um especialista no estudo da atividade humana através da recuperação e análise da cultura material."
"sp-ee-aviator-title","Aviador"
"sp-ee-aviator","Um famoso aviador com um desejo insaciável por aventura."
"sp-ee-blitzkriegsler-title","Engenheiro"
"sp-ee-blitzkriegsler","É o Blitz, um mundialmente famoso engenheiro de fala rápida."
"sp-ee-composer-title","Compositor"
"sp-ee-composer","Um músico e compositor que se tornou famoso por ganhar na loteria. "
"sp-ee-cossack-title","Cossaco"
"sp-ee-cossack","O Dimir uma vez bloqueou 8000 jacarés apenas para acordar depois em uma pilha de 150 cães que o morderam. Ou pelo menos é isso que ele diz."
"sp-ee-diplomat-title","Diplomata"
"sp-ee-diplomat","Um sujeito estranho com uma língua mais afiada que a maioria das espadas."
"sp-ee-ethnographer-title","Etnógrafo"
"sp-ee-ethnographer","Explorador etnográfico com uma compreensão única de pessoas nativas."
"sp-ee-filmographer-title","Cineasta"
"sp-ee-filmographer","Um dos primeiros a usar o novo dispositivo Edison para gravar famosas expedições e pessoas nativas."
"sp-ee-gronkh","Heróico e mundialmente famoso aventureiro. Odeia as passas."
"sp-ee-inventor-title","Inventor"
"sp-ee-inventor","Um inventor mundialmente famoso com uma sede insaciável por explorar terras desconhecidas."
"sp-ee-inventorArchaeologist-title","Inventor-Arqueólogo"
"sp-ee-inventorArchaeologist","Apesar de sua pouca idade, apenas 8 anos, Loki alcançou fama mundial como o primeiro Inventor-Arqueólogo."
"sp-ee-journalist-title","Jornalista"
"sp-ee-journalist","Jornalista com uma boa compreensão da história moderna. Ganhou fama resolvendo casos criminais por acidente."
"sp-ee-ladyNight-title","Senhora da Noite"
"sp-ee-ladyNight","Uma mulher misteriosa com poderes não naturais e uma forte aversão à luz do sol."
"sp-ee-lawyer-title","Advogado"
"sp-ee-lawyer","Um pequeno advogado em busca de uma grande aventura."
"sp-ee-mathematician-title","Matemático"
"sp-ee-mathematician","Matemático famoso com uma sede insaciável por explorar terras desconhecidas."
"sp-ee-missionary-title","Missionário"
"sp-ee-missionary","Uma pessoa de grande força de vontade espiritual e princípios morais."
"sp-ee-mountainTrooper-title","Soldado de Montanha"
"sp-ee-mountainTrooper","Um alpinista austro-húngaro de Budapeste que ama história e literatura."
"sp-ee-naturalist-title","Naturalista"
"sp-ee-naturalist","Um especialista no estudo de plantas e animais nos seus ambientes naturais."
"sp-ee-pewdiepie-title","PewDiePie"
"sp-ee-pewdiepie","Um comediante sueco, falador e inventor do notório aparato brofista. Faz algo com tubos."
"sp-ee-pirate-title","Pirata"
"sp-ee-pirate","Sr. Chorge foi exilado de sua terra natal em Hessia e se tornou um notório pirata e corsário."
"sp-ee-politician-title","Político"
"sp-ee-politician","Um diplomata alemão de boa lábia que viaja pelo mundo em busca de intercâmbio cultural."
"sp-ee-robert-title","A última esperança de Asposia"
"sp-ee-robert","Ingênuo, amável, honesto, capaz de tocar flauta com o nariz. Tem disposição para tudo e jeito para nada."
"sp-ee-royalCartographer-title","Cartógrafo Real"
"sp-ee-royalCartographer","Um real e arrojado aspirante a aventureiro. Gosta de dançar, queixa-se imensamente do calor."
"sp-ee-scapegrace-title","Patife"
"sp-ee-scapegrace","Ganhou riquezas através de meios questionáveis ​​e agora deseja deixar o país o mais rápido possível."
"sp-ee-wolfman-title","Lobisomem"
"sp-ee-wolfman","Um aristocrata galês que foi mordido por um lobo e sucumbiu à maldição da licantropia."
"sp-fortune-title","Ocultista"
"sp-fortune-unlock","Modo normal: Abandonar tudo."
"sp-fortune","Ocultista, psicólogo e praticante das artes mágicas modernas."
"sp-garvey-title","Político"
"sp-garvey-unlock","Termine o jogo (rank 3+) com dois personagens totalmente aprimorados."
"sp-garvey","Político e fundador da Black Star Line."
"sp-huizinga-title","Antropólogo"
"sp-huizinga","Antropólogo e um dos fundadores da história cultural moderna."
"sp-inventor-title","Inventor"
"sp-kingsley-title","Etnógrafo"
"sp-kingsley-unlock","Alcance o templo de ouro do mundo 3 para desbloquear este personagem."
"sp-kingsley","Explorador etnográfico com uma compreensão única sobre pessoas nativas."
"sp-kristmann","Gosta de perseguir borboletas e, por acaso, também é um dos criadores deste jogo."
"sp-lovecraft-title","Autor"
"sp-lovecraft-unlock","Modo Normal: Utilize um Necronomicon."
"sp-lovecraft","Autor americano muito sensível, com uma afinidade por horrores indescritíveis."
"sp-lovelace","Matemático inglês e o primeiro programador de computador do mundo."
"sp-neel-title","Espiritualista"
"sp-neel-unlock","Termine o jogo (rank 3+) com um dinossauro em sua expedição."
"sp-neel","Budista, anarquista e escritor que conheceu o 13º Dalai Lama duas vezes."
"sp-rami-title","Embaixador de Jogos"
"sp-rami","Um viajante do mundo que incentiva e apoia o desenvolvimento de jogos em territórios emergentes."
"sp-selous-title","Caçador"
"sp-selous-unlock","Modo Normal: Enfrente um tigre para desbloquear este personagem."
"sp-selous","Explorador britânico, oficial e mundialmente famoso caçador de grandes animais."
"sp-stark-unlock","Modo Normal: Termine o jogo (rank 3+) sem atacar nenhum inimigo em combate."
"sp-stark","Ousado escritor de viagens e descobridor dos lendários Vales dos Assassinos."
"sp-tesla-unlock","Exploda uma montanha para desbloquear este personagem."
"sp-tesla","Inventor de aparelhos eletrônicos mundialmente famoso. O arquetípico de cientista louco."
"sp-tubman-title","Médio"
"sp-tubman-unlock","Modo normal: Acabe uma expedição com três nativos no seu grupo."
"sp-tubman","Herói da ferrovia subterrânea e espião da União."
"st-80days-title","80 Dias"
"st-80days","Complete a expedição dentro de 80 dias."
"st-abomination-eat","Come a carne de seres humanos, animais ou qualquer outra coisa que é azarada o suficiente para estar disponível quando a fome ataca."
"st-acrophobia-title","Aracnofobia"
"st-acrophobia","Medo de altura."
"st-aggro-title","Atenção do Inimigo"
"st-aggro","Risco aumentado ao cruzar zonas."
"st-alcoholic-title","Alcoólico"
"st-alcoholic","Tem um mal hábito de beber e perderá a lealdade se não for continuamente abastecido com álcool."
"st-alienHeadache-1","Eu senti que $name estava [observando cada movimento meu|me observando] [a todo momento|todo o dia]. Estava $he planejando algo contra mim? Eu tinha uma [dor na têmpora|dor de cabeça] que era quase insuportável. O que $he estava fazendo? Essa dor... eu me assegurei de dizer a $he que [eu não cairia em sua armadilha|a mim $he não enganaria|não o perdoaria por suas maneiras astuciosas|eu não aceitaria qualquer deslealdade|eu não falharia nesta expedição]."
"st-alienHeadache","Ao olhar através do nosso inventário me deparei com o crânio de aparência estranha novamente. Eu não havia perdido isso antes?"
"st-angry-title","Zangado"
"st-angry","Está num estado de mente volátil."
"st-animalCapacity-1-title","Capacidade Extra 1"
"st-animalCapacity-1","Capacidade de carga melhorada. Animal é capaz de transportar uma caixa adicional."
"st-animalCapacity-2-title","Capacidade Extra 2"
"st-animalCapacity-2","Capacidade de carga melhorada. Animal é capaz de transportar duas caixas adicionais."
"st-animalCapacity-3-title","Capacidade Extra 3"
"st-animalCapacity-3","Capacidade de carga melhorada. Animal é capaz de transportar três caixas adicionais."
"st-bipolar-title","Inconstante"
"st-bipolar","Tende a oscilar entre sentimentos extremos de lealdade ou deslealdade."
"st-blackHyena-title","Matar Snarfrattle"
"st-blackHyena","Mate uma rara Hiena preta e devolva sua pele."
"st-blessingClaws","Uma espantosa deformação das mãos, que permite realizar ataques adicionais próprios de uma besta."
"st-blessingHoly-title","Marca sagrada"
"st-blessingHoly","Recebe um forte bônus permanente, como se essa pessoa estivesse santificada pelos deuses pagãos."
"st-blessingInhumanStrength-title","Força Desumana"
"st-blessingInhumanStrength","A enorme força permite carregar 2 caixas adicionais."
"st-blessingLeatherskin-title","Pele de couro"
"st-blessingLeatherskin","Uma pele dura e grossa que aumenta a proteção natural contra qualquer tipo de dano."
"st-blessingPureMind-title","Mente Imaculada"
"st-blessingPureMind","É imune a qualquer tipo de doença mental."
"st-blessingRegeneration-title","Regeneração"
"st-blessingRegeneration","As feridas nunca irão infeccionar e irão regenerar muito mais rápido."
"st-cannibal-title","Canibal"
"st-cannibal","Come carne humana."
"st-claustrophobic-title","Claustrofóbico"
"st-claustrophobic","Teme estar em espaços fechados ou pequenos."
"st-curse-abomination-title","Estranha Marca de Mordida"
"st-curse-abomination-transform","A [estranha|perturbadora|desagradável|infeliz] mordida que $name havia sofrido tinha infeccionado terrivelmente, [e $he estava parecendo muito doente|e eu pensei ter visto algo se movendo embaixo de suas roupas]. [Quando acordei uma manhã|Uma manhã] eu [encontrei|fiquei chocado ao ver] que $he havia [se tornado|se transformado em|mutou em] [um demônio grotesco|um monstro imundo|uma Abominação]."
"st-curse-abomination","Tem uma marca de mordida estranha."
"st-deathCurse-title","Amaldiçoado"
"st-deathCurse","Foi amaldiçoado."
"st-dendrophobia-title","Dendrofobia"
"st-dendrophobia","Medo de árvores gigantes."
"st-diarrhea-title","Diarreia"
"st-diarrhea","Está com dificuldade para segurar comida."
"st-dying-0","$name sucumbiu às suas feridas."
"st-dying-1","[A ferida de $name havia se tornado terrivelmente infectada|$name começou a se comportar de forma muito estranha], [e $he parecia muito doente|e eu pensei ter visto algo se contorcendo debaixo de sua carne|e eu pensei ter visto algo se mexendo embaixo de sua pele]. [Quando acordei uma manhã|Uma manhã] eu [encontrei|fiquei chocado ao ver] que $he havia [se tornado|se transformado em|mutou em] [um demônio grotesco|um monstro imundo|uma Abominação]."
"st-dying-title","Morrendo"
"st-dying","Mortalmente ferido. Não há mais nada a fazer."
"st-escortVillager-title","Escoltar Aldeão para Londres"
"st-escortVillager","Escoltar o aldeão de volta a Londres."
"st-fear-title","Medo"
"st-fear","Aterrorizado com alguma coisa."
"st-fever-title","Febre"
"st-fever","Sofre de temperatura corporal alta e tremores."
"st-homesick-title","Local"
"st-homesick","Vai hesitar em segui-lo para casa depois desta expedição."
"st-husband-title","Encontrar o marido desaparecido"
"st-husband","Encontre o marido desaparecido e leve-o para casa."
"st-idol-title","Obter Ídolo"
"st-idol","Obtenha um ídolo de uma aldeia nativa."
"st-infected-title","Ferida infectada"
"st-infected","Uma ferida infectada é uma ameaça séria. Se não for tratada corretamente muito em breve, levará a morte certa."
"st-injured-title","Ferido"
"st-injured","Mesmo que isso se cure com o tempo, uma lesão pode infeccionar e se transformar em um problema sério."
"st-instrument-title","Colecionador de instrumentos"
"st-instrument","Fui solicitado a retornar os instrumentos a um colecionador. Ele pagaria um bom preço."
"st-jungleRot-title","Frieira"
"st-jungleRot","Sofre de uma ferida no pé."
"st-kleptomania-idol-1","Confrontei $name e forcei $him a [dar-me|entregar-me] o [artefato roubado|ídolo|artefato]. $He estava histericamente aborrecido, acusando-me de ser um [ladrão|gatuno|traidor] [sujo|feio|sem vergonha]."
"st-kleptomania-idol-2","Eu consegui me esgueirar sem confrontar $name. Era melhor deixar esse problema de lado por enquanto."
"st-kleptomania-idol-action-1","Ignorar"
"st-kleptomania-idol-action","Levar ídolo"
